@relation user_Type_Note_StarWars_65-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute userID {1,2,4,5,6,8,10,12,13,14,15,21,23,25,26,27,28,30,37,42,43,45,46,48,49,51,53,54,55,56,58,59,60,62,63,64,65,66,68,69,70,71,72,77,79,80,85,87,89,91,92,94,96,97,99,101,102,103,104,108,113,115,116,117,119,123,124,125,128,130,132,137,141,144,145,148,150,151,153,154,157,158,160,161,162,169,174,175,176,177,178,182,184,189,192,194,198,200,201,203,209,210,213,214,215,216,217,221,227,230,231,233,234,235,236,239,244,245,247,248,250,251,253,254,257,262,263,265,267,268,269,270,271,272,274,275,276,277,279,280,283,286,287,288,290,292,293,294,295,296,297,299,301,303,305,308,310,311,313,316,318,320,321,322,323,324,325,326,327,330,334,337,339,340,343,345,346,347,350,352,354,360,363,367,368,369,370,371,373,374,378,379,381,382,385,386,387,389,392,393,394,395,397,398,399,401,402,405,406,407,409,411,413,416,417,419,421,422,424,426,429,430,432,433,435,437,438,444,445,453,454,456,457,458,461,463,465,467,470,471,474,475,478,479,481,482,484,487,488,490,493,494,495,496,498,499,500,503,504,505,506,509,513,514,516,517,521,523,524,526,527,528,530,533,536,537,539,540,541,549,550,551,552,557,561,563,564,569,573,575,576,581,582,592,593,594,597,600,602,608,610,618,619,622,623,624,629,630,632,634,637,638,641,642,643,644,650,653,654,655,658,659,660,662,663,664,669,672,674,676,678,682,691,694,698,700,701,703,704,705,706,708,710,711,714,717,719,721,727,730,736,744,746,747,748,751,753,757,758,760,761,768,789,791,794,797,799,825,826,830,833,835,844,851,862,864,880,883,891}
@attribute Note {1,2,3,4,5}
@attribute 'type 1' {0}
@attribute 'type 2' {1}
@attribute 'type 3' {1}
@attribute 'type 4' {0}
@attribute 'type 5' {0}
@attribute 'type 6' {0}
@attribute 'type 7' {0}
@attribute 'type 8' {0}
@attribute 'type 9' {0}
@attribute 'type 10' {0}
@attribute 'type 11' {0}
@attribute 'type 12' {0}
@attribute 'type 13' {0}
@attribute 'type 14' {0}
@attribute 'type 15' {1}
@attribute 'type 16' {1}
@attribute 'type 17' {0}
@attribute 'type 18' {1}
@attribute 'type 19' {0}

@data
130,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
262,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
230,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
316,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
327,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
299,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
144,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
162,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
48,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
141,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
251,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
297,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
137,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
154,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
257,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
269,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
123,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
94,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
330,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
368,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
77,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
321,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
381,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
43,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
286,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
247,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
68,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
150,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
214,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
210,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
158,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
279,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
288,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
280,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
25,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
102,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
209,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
103,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
398,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
379,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
409,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
386,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
407,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
101,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
201,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
203,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
283,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
128,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
200,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
58,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
54,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
311,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
96,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
401,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
71,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
59,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
176,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
393,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
14,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
12,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
432,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
378,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
245,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
115,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
406,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
444,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
160,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
23,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
433,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
125,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
320,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
438,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
461,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
250,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
437,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
119,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
275,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
389,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
445,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
270,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
422,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
465,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
467,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
157,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
276,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
65,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
435,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
458,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
478,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
192,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
387,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
405,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
287,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
64,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
369,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
272,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
394,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
334,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
346,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
352,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
177,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
153,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
62,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
148,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
325,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
15,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
456,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
371,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
506,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
360,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
509,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
533,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
454,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
340,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
239,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
221,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
215,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
194,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
45,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
479,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
303,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
494,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
504,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
347,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
161,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
313,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
113,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
453,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
540,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
402,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
66,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
523,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
536,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
527,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
277,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
549,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
551,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
530,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
339,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
49,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
539,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
581,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
484,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
294,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
592,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
463,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
217,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
87,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
91,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
417,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
569,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
498,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
293,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
46,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
495,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
385,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
69,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
248,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
399,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
528,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
382,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
151,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
416,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
37,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
345,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
470,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
411,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
244,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
350,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
623,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
516,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
430,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
493,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
624,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
517,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
370,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
268,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
324,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
638,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
563,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
178,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
618,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
26,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
642,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
653,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
354,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
60,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
644,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
496,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
184,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
650,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
30,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
457,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
343,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
552,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
600,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
263,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
662,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
471,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
602,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
363,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
541,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
481,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
421,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
597,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
503,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
550,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
521,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
89,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
629,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
189,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
672,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
182,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
622,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
323,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
582,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
654,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
682,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
426,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
619,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
235,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
608,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
526,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
698,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
660,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
308,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
637,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
575,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
694,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
634,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
474,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
705,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
169,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
310,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
499,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
719,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
594,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
505,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
490,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
488,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
557,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
72,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
537,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
296,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
721,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
704,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
175,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
655,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
