30 times,308,537,608,843,950,1133,1215,1220
29 times,563,572,719,764,1061,1095,1115,1136,1137
28 times,279,309,362,388,460,571,972,1042,1109,1129,1152,1411
27 times,46,348,389,457,464,564,613,645,681,734,805,842,905,978,1034,1070,1170
26 times,6,253,352,398,422,775,800,836,966,1149,1160,1218,1240,1284
25 times,415,818,834,837,938,960,991,1040,1045,1049,1052,1157,1163,1222
24 times,376,459,551,634,704,730,753,863,869,1036,1037,1053
23 times,130,149,375,635,962,986,1006,1054,1093,1199,1258,1315
22 times,445,532,560,565,624,821,832,953,980,985,1005,1057,1078,1113,1168,1176,1231
21 times,335,543,758,795,816,865,906,933,965,1084,1086,1121,1147,1203
20 times,112,320,351,601,904,908,982,1030,1208,1219,1296,1407
19 times,138,263,424,579,703,894,1103,1117,1153,1178,1183,1206,1245,1248,1265,1277,1283,1444
18 times,84,337,359,400,590,617,618,811,812,862,903,916,968,1069,1097,1105,1107,1185,1204,1230,1239,1303,1401,1478
17 times,557,773,947,1001,1038,1120,1140,1207,1232,1286
16 times,256,453,454,691,718,725,745,801,854,860,997,998,1032,1066,1071,1278,1280,1311,1419
15 times,103,115,533,574,700,733,835,859,888,983,1024,1058,1112,1143,1172,1209,1263,1273,1285,1291,1446,1451
14 times,353,440,587,726,786,853,893,958,996,1029,1165,1171,1225,1313
13 times,36,377,534,669,695,714,787,828,883,885,889,909,915,1088,1099,1116,1128,1131,1161,1182,1187,1192,1229,1281,1404
12 times,394,397,545,548,556,593,667,901,967,976,1015,1062,1068,1076,1092,1094,1124,1154,1166,1211,1224,1249,1266,1297,1428,1469,1483,1518
11 times,35,341,374,621,759,767,914,954,1085,1127,1159,1167,1190,1195,1254,1274,1314,1335,1421,1480
10 times,18,146,360,361,390,536,555,698,701,782,791,793,999,1000,1055,1056,1087,1114,1169,1180,1181,1184,1193,1268,1269,1336,1375,1400,1425,1434,1503,1540,1615
9 times,113,267,446,592,766,776,798,803,807,848,870,899,912,964,1004,1141,1145,1148,1150,1179,1214,1252,1279,1282,1298,1300,1337,1393,1415,1437,1471,1473,1620
8 times,37,804,918,970,981,1002,1003,1043,1077,1081,1082,1100,1174,1202,1227,1234,1238,1251,1255,1262,1276,1299,1381,1413,1426,1439,1449,1475,1479,1524
7 times,34,74,884,917,935,994,1031,1072,1075,1102,1111,1151,1173,1177,1198,1200,1243,1246,1253,1264,1270,1271,1288,1289,1294,1295,1305,1312,1316,1376,1379,1394,1399,1409,1435,1441,1456,1459,1462,1514,1522,1527,1531,1558
6 times,296,438,668,706,867,891,927,1083,1164,1205,1212,1213,1216,1233,1237,1241,1247,1250,1287,1322,1326,1328,1355,1368,1380,1383,1386,1388,1395,1405,1412,1454,1466,1468,1474,1512,1534,1591,1598
5 times,75,104,247,314,437,439,594,666,799,868,920,1108,1138,1162,1175,1242,1272,1301,1302,1324,1333,1344,1346,1353,1367,1378,1385,1392,1396,1397,1406,1416,1427,1431,1438,1440,1442,1470,1487,1489,1495,1496,1501,1509,1511,1517,1529,1530,1555,1592,1597
4 times,119,442,598,626,643,757,777,822,838,839,850,851,910,911,973,987,992,1026,1064,1104,1106,1125,1158,1223,1257,1259,1260,1261,1275,1317,1319,1330,1331,1338,1347,1369,1377,1382,1402,1403,1410,1422,1423,1429,1443,1445,1485,1488,1499,1521,1535,1537,1539,1545,1553,1560,1589,1600,1605,1608,1612,1628,1643,1664
3 times,788,817,858,861,1027,1096,1123,1144,1146,1155,1186,1189,1191,1196,1256,1292,1293,1318,1323,1327,1351,1356,1357,1361,1370,1372,1384,1387,1389,1391,1408,1418,1420,1424,1430,1432,1448,1463,1464,1465,1484,1490,1504,1506,1508,1513,1516,1528,1538,1544,1552,1602,1607,1609,1610,1622,1623,1639,1652,1658
2 times,600,784,897,907,913,957,1080,1290,1304,1306,1307,1308,1321,1332,1334,1342,1345,1350,1354,1358,1359,1360,1362,1365,1371,1374,1390,1398,1417,1433,1436,1450,1455,1467,1472,1477,1481,1491,1497,1500,1502,1519,1523,1532,1541,1542,1547,1549,1550,1551,1554,1556,1573,1578,1585,1588,1590,1594,1611,1617,1629,1631,1642,1644,1646,1656,1662,1672
1 times,599,677,711,814,830,852,857,1122,1130,1156,1201,1235,1236,1309,1310,1320,1325,1329,1339,1340,1341,1343,1348,1349,1352,1363,1364,1366,1373,1414,1447,1452,1453,1457,1458,1460,1461,1476,1482,1486,1492,1493,1494,1498,1505,1507,1510,1515,1520,1525,1526,1533,1536,1543,1546,1548,1557,1559,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1574,1575,1576,1577,1579,1580,1581,1582,1583,1584,1586,1587,1593,1595,1596,1599,1601,1603,1604,1606,1613,1614,1616,1618,1619,1621,1624,1625,1626,1627,1630,1632,1633,1634,1635,1636,1637,1638,1640,1641,1645,1647,1648,1649,1650,1651,1653,1654,1655,1657,1659,1660,1661,1663,1665,1666,1667,1668,1669,1670,1671,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682
